"CASEID" "ASEID" "MCASEID" "dup"
"1043" 139103 3 1391 3
"1044" 139401 1 1394 2
"1045" 139402 2 1394 2
"1046" 139802 2 1398 1
"1047" 139901 1 1399 2
"1048" 139902 2 1399 2
"1049" 140004 4 1400 1
"1050" 140102 2 1401 4
"1051" 140103 3 1401 4
"1052" 140104 4 1401 4
"1053" 140107 7 1401 4
"1054" 140201 1 1402 1
"1055" 140601 1 1406 4
"1056" 140602 2 1406 4
"1057" 140604 4 1406 4
"1058" 140605 5 1406 4
"1059" 140901 1 1409 2
"1060" 140902 2 1409 2
"1061" 141001 1 1410 2
"1062" 141002 2 1410 2
"1063" 141101 1 1411 1
"1064" 141201 1 1412 1
"1065" 141401 1 1414 5
"1066" 141402 2 1414 5
"1067" 141403 3 1414 5
"1068" 141404 4 1414 5
"1069" 141405 5 1414 5
"1070" 141501 1 1415 6
"1071" 141502 2 1415 6
"1072" 141503 3 1415 6
"1073" 141504 4 1415 6
"1074" 141505 5 1415 6
"1075" 141506 6 1415 6
"1076" 141601 1 1416 3
"1077" 141602 2 1416 3
"1078" 141603 3 1416 3
"1079" 141901 1 1419 2
"1080" 141902 2 1419 2
"1081" 142301 1 1423 5
"1082" 142302 2 1423 5
"1083" 142303 3 1423 5
"1084" 142304 4 1423 5
"1085" 142305 5 1423 5
"1086" 142601 1 1426 1
"1087" 143501 1 1435 3
"1088" 143502 2 1435 3
"1089" 143503 3 1435 3
"1090" 143601 1 1436 3
"1091" 143602 2 1436 3
"1092" 143603 3 1436 3
"1093" 143701 1 1437 3
"1094" 143702 2 1437 3
"1095" 143703 3 1437 3
"1096" 143801 1 1438 3
"1097" 143802 2 1438 3
"1098" 143803 3 1438 3
"1099" 143901 1 1439 1
"1100" 144001 1 1440 4
"1101" 144002 2 1440 4
"1102" 144003 3 1440 4
"1103" 144004 4 1440 4
"1104" 144201 1 1442 2
"1105" 144202 2 1442 2
"1106" 144301 1 1443 3
"1107" 144302 2 1443 3
"1108" 144303 3 1443 3
"1109" 144601 1 1446 3
"1110" 144602 2 1446 3
"1111" 144603 3 1446 3
"1112" 145102 2 1451 2
"1113" 145103 3 1451 2
"1114" 145401 1 1454 2
"1115" 145402 2 1454 2
"1116" 145504 4 1455 1
"1117" 145901 1 1459 1
"1118" 146501 1 1465 1
"1119" 146901 1 1469 3
"1120" 146902 2 1469 3
"1121" 146903 3 1469 3
"1122" 147002 2 1470 1
"1123" 147401 1 1474 2
"1124" 147402 2 1474 2
"1125" 148201 1 1482 3
"1126" 148202 2 1482 3
"1127" 148203 3 1482 3
"1128" 148401 1 1484 1
"1129" 148901 1 1489 3
"1130" 148902 2 1489 3
"1131" 148904 4 1489 3
"1132" 149001 1 1490 1
"1133" 149101 1 1491 2
"1134" 149102 2 1491 2
"1135" 149301 1 1493 2
"1136" 149302 2 1493 2
"1137" 149401 1 1494 3
"1138" 149402 2 1494 3
"1139" 149403 3 1494 3
"1140" 149501 1 1495 2
"1141" 149502 2 1495 2
"1142" 149801 1 1498 2
"1143" 149802 2 1498 2
"1144" 149901 1 1499 2
"1145" 149902 2 1499 2
"1146" 150201 1 1502 4
"1147" 150202 2 1502 4
"1148" 150203 3 1502 4
"1149" 150204 4 1502 4
"1150" 150702 2 1507 1
"1151" 151201 1 1512 2
"1152" 151202 2 1512 2
"1153" 151701 1 1517 3
"1154" 151702 2 1517 3
"1155" 151703 3 1517 3
"1156" 151901 1 1519 3
"1157" 151902 2 1519 3
"1158" 151903 3 1519 3
"1159" 152201 1 1522 1
"1160" 152401 1 1524 3
"1161" 152402 2 1524 3
"1162" 152403 3 1524 3
"1163" 152501 1 1525 2
"1164" 152505 5 1525 2
"1165" 153201 1 1532 4
"1166" 153202 2 1532 4
"1167" 153203 3 1532 4
"1168" 153204 4 1532 4
"1169" 153301 1 1533 2
"1170" 153302 2 1533 2
"1171" 153401 1 1534 2
"1172" 153402 2 1534 2
"1173" 153801 1 1538 2
"1174" 153802 2 1538 2
"1175" 153901 1 1539 2
"1176" 153902 2 1539 2
"1177" 154101 1 1541 2
"1178" 154102 2 1541 2
"1179" 154401 1 1544 2
"1180" 154402 2 1544 2
"1181" 154602 2 1546 2
"1182" 154603 3 1546 2
"1183" 154801 1 1548 2
"1184" 154802 2 1548 2
"1185" 154901 1 1549 4
"1186" 154902 2 1549 4
"1187" 154903 3 1549 4
"1188" 154904 4 1549 4
"1189" 155101 1 1551 2
"1190" 155102 2 1551 2
"1191" 155201 1 1552 1
"1192" 155301 1 1553 1
"1193" 155801 1 1558 1
"1194" 155901 1 1559 2
"1195" 155902 2 1559 2
"1196" 156201 1 1562 1
"1197" 156401 1 1564 2
"1198" 156402 2 1564 2
"1199" 156601 1 1566 5
"1200" 156602 2 1566 5
"1201" 156603 3 1566 5
"1202" 156604 4 1566 5
"1203" 156605 5 1566 5
"1204" 157101 1 1571 2
"1205" 157102 2 1571 2
"1206" 157901 1 1579 1
"1207" 158101 1 1581 2
"1208" 158102 2 1581 2
"1209" 158301 1 1583 2
"1210" 158302 2 1583 2
"1211" 158401 1 1584 2
"1212" 158402 2 1584 2
"1213" 158701 1 1587 2
"1214" 158702 2 1587 2
"1215" 159201 1 1592 2
"1216" 159202 2 1592 2
"1217" 159301 1 1593 2
"1218" 159302 2 1593 2
"1219" 159601 1 1596 7
"1220" 159602 2 1596 7
"1221" 159603 3 1596 7
"1222" 159604 4 1596 7
"1223" 159605 5 1596 7
"1224" 159606 6 1596 7
"1225" 159607 7 1596 7
"1226" 159801 1 1598 2
"1227" 159802 2 1598 2
"1228" 159901 1 1599 1
"1229" 160002 2 1600 3
"1230" 160003 3 1600 3
"1231" 160004 4 1600 3
"1232" 160801 1 1608 1
"1233" 160901 1 1609 2
"1234" 160902 2 1609 2
"1235" 161001 1 1610 2
"1236" 161002 2 1610 2
"1237" 161601 1 1616 2
"1238" 161602 2 1616 2
"1239" 161701 1 1617 3
"1240" 161702 2 1617 3
"1241" 161703 3 1617 3
"1242" 162301 1 1623 1
"1243" 162501 1 1625 2
"1244" 162502 2 1625 2
"1245" 162901 1 1629 2
"1246" 162902 2 1629 2
"1247" 163401 1 1634 1
"1248" 163801 1 1638 2
"1249" 163802 2 1638 2
"1250" 163901 1 1639 4
"1251" 163902 2 1639 4
"1252" 163903 3 1639 4
"1253" 163904 4 1639 4
"1254" 164001 1 1640 2
"1255" 164002 2 1640 2
"1256" 164201 1 1642 3
"1257" 164202 2 1642 3
"1258" 164203 3 1642 3
"1259" 164801 1 1648 1
"1260" 164901 1 1649 4
"1261" 164902 2 1649 4
"1262" 164903 3 1649 4
"1263" 164904 4 1649 4
"1264" 165001 1 1650 4
"1265" 165004 4 1650 4
"1266" 165005 5 1650 4
"1267" 165006 6 1650 4
"1268" 165201 1 1652 1
"1269" 165501 1 1655 2
"1270" 165502 2 1655 2
"1271" 165601 1 1656 2
"1272" 165602 2 1656 2
"1273" 165701 1 1657 2
"1274" 165702 2 1657 2
"1275" 165801 1 1658 2
"1276" 165802 2 1658 2
"1277" 166201 1 1662 1
"1278" 166601 1 1666 3
"1279" 166602 2 1666 3
"1280" 166603 3 1666 3
"1281" 167101 1 1671 2
"1282" 167102 2 1671 2
"1283" 167401 1 1674 3
"1284" 167402 2 1674 3
"1285" 167403 3 1674 3
"1286" 167501 1 1675 4
"1287" 167502 2 1675 4
"1288" 167503 3 1675 4
"1289" 167504 4 1675 4
"1290" 167601 1 1676 2
"1291" 167602 2 1676 2
"1292" 168301 1 1683 1
"1293" 169001 1 1690 4
"1294" 169002 2 1690 4
"1295" 169003 3 1690 4
"1296" 169004 4 1690 4
"1297" 169901 1 1699 1
"1298" 170403 3 1704 3
"1299" 170404 4 1704 3
"1300" 170405 5 1704 3
"1301" 171401 1 1714 1
"1302" 171901 1 1719 1
"1303" 172001 1 1720 1
"1304" 172303 3 1723 1
"1305" 172501 1 1725 2
"1306" 172502 2 1725 2
"1307" 172701 1 1727 1
"1308" 173001 1 1730 1
"1309" 173201 1 1732 2
"1310" 173202 2 1732 2
"1311" 173301 1 1733 2
"1312" 173302 2 1733 2
"1313" 173401 1 1734 2
"1314" 173402 2 1734 2
"1315" 173501 1 1735 3
"1316" 173502 2 1735 3
"1317" 173503 3 1735 3
"1318" 173701 1 1737 1
"1319" 174001 1 1740 2
"1320" 174002 2 1740 2
"1321" 174501 1 1745 3
"1322" 174502 2 1745 3
"1323" 174503 3 1745 3
"1324" 174702 2 1747 1
"1325" 174901 1 1749 1
"1326" 175101 1 1751 1
"1327" 175201 1 1752 1
"1328" 175401 1 1754 4
"1329" 175404 4 1754 4
"1330" 175405 5 1754 4
"1331" 175406 6 1754 4
"1332" 175801 1 1758 2
"1333" 175802 2 1758 2
"1334" 176001 1 1760 3
"1335" 176002 2 1760 3
"1336" 176003 3 1760 3
"1337" 176601 1 1766 1
"1338" 176801 1 1768 1
"1339" 176901 1 1769 2
"1340" 176902 2 1769 2
"1341" 177001 1 1770 2
"1342" 177002 2 1770 2
"1343" 177601 1 1776 2
"1344" 177602 2 1776 2
"1345" 177801 1 1778 2
"1346" 177802 2 1778 2
"1347" 178501 1 1785 3
"1348" 178502 2 1785 3
"1349" 178503 3 1785 3
"1350" 178601 1 1786 4
"1351" 178602 2 1786 4
"1352" 178603 3 1786 4
"1353" 178604 4 1786 4
"1354" 178901 1 1789 3
"1355" 178902 2 1789 3
"1356" 178903 3 1789 3
"1357" 179401 1 1794 2
"1358" 179402 2 1794 2
"1359" 179502 2 1795 1
"1360" 179701 1 1797 1
"1361" 180301 1 1803 2
"1362" 180302 2 1803 2
"1363" 180401 1 1804 3
"1364" 180402 2 1804 3
"1365" 180403 3 1804 3
"1366" 180801 1 1808 2
"1367" 180802 2 1808 2
"1368" 181502 2 1815 1
"1369" 181601 1 1816 3
"1370" 181602 2 1816 3
"1371" 181604 4 1816 3
"1372" 181801 1 1818 1
"1373" 182401 1 1824 2
"1374" 182402 2 1824 2
"1375" 182504 4 1825 1
"1376" 182601 1 1826 2
"1377" 182602 2 1826 2
"1378" 182801 1 1828 1
"1379" 182901 1 1829 4
"1380" 182902 2 1829 4
"1381" 182903 3 1829 4
"1382" 182904 4 1829 4
"1383" 183201 1 1832 2
"1384" 183202 2 1832 2
"1385" 183301 1 1833 3
"1386" 183302 2 1833 3
"1387" 183303 3 1833 3
"1388" 183401 1 1834 1
"1389" 183801 1 1838 3
"1390" 183802 2 1838 3
"1391" 183803 3 1838 3
"1392" 183901 1 1839 2
"1393" 183902 2 1839 2
"1394" 184001 1 1840 1
"1395" 184201 1 1842 1
"1396" 184401 1 1844 6
"1397" 184402 2 1844 6
"1398" 184403 3 1844 6
"1399" 184404 4 1844 6
"1400" 184405 5 1844 6
"1401" 184406 6 1844 6
"1402" 184701 1 1847 1
"1403" 184801 1 1848 2
"1404" 184802 2 1848 2
"1405" 185301 1 1853 4
"1406" 185302 2 1853 4
"1407" 185303 3 1853 4
"1408" 185304 4 1853 4
"1409" 185601 1 1856 1
"1410" 185801 1 1858 2
"1411" 185802 2 1858 2
"1412" 186201 1 1862 4
"1413" 186203 3 1862 4
"1414" 186204 4 1862 4
"1415" 186205 5 1862 4
"1416" 186301 1 1863 3
"1417" 186302 2 1863 3
"1418" 186303 3 1863 3
"1419" 186501 1 1865 1
"1420" 186601 1 1866 1
"1421" 186801 1 1868 2
"1422" 186802 2 1868 2
"1423" 187001 1 1870 1
"1424" 187601 1 1876 3
"1425" 187602 2 1876 3
"1426" 187603 3 1876 3
"1427" 187801 1 1878 3
"1428" 187802 2 1878 3
"1429" 187803 3 1878 3
"1430" 188001 1 1880 2
"1431" 188002 2 1880 2
"1432" 188501 1 1885 2
"1433" 188502 2 1885 2
"1434" 188601 1 1886 2
"1435" 188602 2 1886 2
"1436" 189601 1 1896 2
"1437" 189602 2 1896 2
"1438" 189801 1 1898 2
"1439" 189802 2 1898 2
"1440" 190001 1 1900 1
"1441" 190201 1 1902 2
"1442" 190202 2 1902 2
"1443" 190401 1 1904 3
"1444" 190402 2 1904 3
"1445" 190403 3 1904 3
"1446" 190501 1 1905 4
"1447" 190502 2 1905 4
"1448" 190503 3 1905 4
"1449" 190504 4 1905 4
"1450" 190601 1 1906 4
"1451" 190602 2 1906 4
"1452" 190603 3 1906 4
"1453" 190604 4 1906 4
"1454" 191201 1 1912 2
"1455" 191202 2 1912 2
"1456" 191501 1 1915 1
"1457" 192601 1 1926 2
"1458" 192602 2 1926 2
"1459" 192701 1 1927 4
"1460" 192702 2 1927 4
"1461" 192703 3 1927 4
"1462" 192704 4 1927 4
"1463" 192801 1 1928 3
"1464" 192802 2 1928 3
"1465" 192803 3 1928 3
"1466" 193201 1 1932 1
"1467" 193501 1 1935 2
"1468" 193502 2 1935 2
"1469" 193601 1 1936 2
"1470" 193602 2 1936 2
"1471" 193701 1 1937 3
"1472" 193702 2 1937 3
"1473" 193703 3 1937 3
"1474" 193801 1 1938 3
"1475" 193802 2 1938 3
"1476" 193803 3 1938 3
"1477" 194001 1 1940 1
"1478" 194701 1 1947 1
"1479" 194801 1 1948 1
"1480" 195101 1 1951 2
"1481" 195102 2 1951 2
"1482" 195301 1 1953 2
"1483" 195302 2 1953 2
"1484" 195401 1 1954 3
"1485" 195402 2 1954 3
"1486" 195403 3 1954 3
"1487" 196001 1 1960 2
"1488" 196002 2 1960 2
"1489" 196201 1 1962 2
"1490" 196202 2 1962 2
"1491" 196501 1 1965 2
"1492" 196502 2 1965 2
"1493" 197201 1 1972 1
"1494" 197401 1 1974 2
"1495" 197402 2 1974 2
"1496" 198001 1 1980 2
"1497" 198002 2 1980 2
"1498" 198601 1 1986 1
"1499" 199001 1 1990 2
"1500" 199002 2 1990 2
"1501" 199301 1 1993 3
"1502" 199302 2 1993 3
"1503" 199303 3 1993 3
"1504" 199401 1 1994 2
"1505" 199402 2 1994 2
"1506" 199501 1 1995 2
"1507" 199502 2 1995 2
"1508" 199701 1 1997 4
"1509" 199702 2 1997 4
"1510" 199703 3 1997 4
"1511" 199704 4 1997 4
"1512" 200201 1 2002 7
"1513" 200202 2 2002 7
"1514" 200203 3 2002 7
"1515" 200205 5 2002 7
"1516" 200208 8 2002 7
"1517" 200209 9 2002 7
"1518" 200210 10 2002 7
"1519" 200801 1 2008 3
"1520" 200802 2 2008 3
"1521" 200803 3 2008 3
"1522" 201201 1 2012 3
"1523" 201202 2 2012 3
"1524" 201203 3 2012 3
"1525" 201301 1 2013 2
"1526" 201302 2 2013 2
"1527" 201601 1 2016 2
"1528" 201602 2 2016 2
"1529" 202101 1 2021 3
"1530" 202102 2 2021 3
"1531" 202103 3 2021 3
"1532" 202701 1 2027 2
"1533" 202702 2 2027 2
"1534" 203001 1 2030 1
"1535" 203501 1 2035 1
"1536" 204201 1 2042 2
"1537" 204202 2 2042 2
"1538" 204601 1 2046 2
"1539" 204602 2 2046 2
"1540" 204901 1 2049 1
"1541" 205001 1 2050 1
"1542" 205201 1 2052 1
"1543" 205401 1 2054 4
"1544" 205402 2 2054 4
"1545" 205403 3 2054 4
"1546" 205404 4 2054 4
"1547" 205701 1 2057 2
"1548" 205702 2 2057 2
"1549" 205801 1 2058 2
"1550" 205802 2 2058 2
"1551" 206201 1 2062 2
"1552" 206202 2 2062 2
"1553" 206301 1 2063 1
"1554" 206401 1 2064 1
"1555" 206601 1 2066 3
"1556" 206603 3 2066 3
"1557" 206604 4 2066 3
"1558" 206802 2 2068 1
"1559" 207001 1 2070 2
"1560" 207002 2 2070 2
"1561" 207101 1 2071 3
"1562" 207102 2 2071 3
"1563" 207103 3 2071 3
"1564" 207201 1 2072 2
"1565" 207202 2 2072 2
"1566" 207301 1 2073 2
"1567" 207302 2 2073 2
"1568" 207401 1 2074 3
"1569" 207402 2 2074 3
"1570" 207403 3 2074 3
"1571" 207601 1 2076 3
"1572" 207602 2 2076 3
"1573" 207603 3 2076 3
"1574" 207703 3 2077 2
"1575" 207704 4 2077 2
"1576" 207901 1 2079 1
"1577" 208201 1 2082 1
"1578" 208301 1 2083 2
"1579" 208302 2 2083 2
"1580" 208801 1 2088 2
"1581" 208802 2 2088 2
"1582" 209401 1 2094 3
"1583" 209402 2 2094 3
"1584" 209403 3 2094 3
"1585" 209801 1 2098 4
"1586" 209802 2 2098 4
"1587" 209803 3 2098 4
"1588" 209804 4 2098 4
"1589" 209901 1 2099 3
"1590" 209902 2 2099 3
"1591" 209903 3 2099 3
"1592" 210201 1 2102 5
"1593" 210202 2 2102 5
"1594" 210203 3 2102 5
"1595" 210204 4 2102 5
"1596" 210205 5 2102 5
"1597" 210301 1 2103 4
"1598" 210302 2 2103 4
"1599" 210303 3 2103 4
"1600" 210304 4 2103 4
"1601" 210401 1 2104 2
"1602" 210402 2 2104 2
"1603" 210502 2 2105 3
"1604" 210503 3 2105 3
"1605" 210504 4 2105 3
"1606" 211201 1 2112 3
"1607" 211202 2 2112 3
"1608" 211203 3 2112 3
"1609" 211901 1 2119 4
"1610" 211902 2 2119 4
"1611" 211903 3 2119 4
"1612" 211904 4 2119 4
"1613" 212001 1 2120 1
"1614" 212101 1 2121 2
"1615" 212102 2 2121 2
"1616" 212301 1 2123 2
"1617" 212302 2 2123 2
"1618" 212401 1 2124 1
"1619" 212501 1 2125 2
"1620" 212502 2 2125 2
"1621" 212601 1 2126 1
"1622" 212801 1 2128 2
"1623" 212802 2 2128 2
"1624" 213001 1 2130 3
"1625" 213002 2 2130 3
"1626" 213003 3 2130 3
"1627" 213101 1 2131 2
"1628" 213102 2 2131 2
"1629" 213201 1 2132 1
"1630" 213301 1 2133 1
"1631" 213401 1 2134 2
"1632" 213402 2 2134 2
"1633" 213701 1 2137 3
"1634" 213702 2 2137 3
"1635" 213703 3 2137 3
"1636" 213901 1 2139 4
"1637" 213902 2 2139 4
"1638" 213903 3 2139 4
"1639" 213904 4 2139 4
"1640" 214201 1 2142 2
"1641" 214202 2 2142 2
"1642" 215301 1 2153 4
"1643" 215302 2 2153 4
"1644" 215303 3 2153 4
"1645" 215304 4 2153 4
"1646" 215401 1 2154 1
"1647" 215501 1 2155 2
"1648" 215502 2 2155 2
"1649" 215601 1 2156 1
"1650" 215801 1 2158 2
"1651" 215802 2 2158 2
"1652" 216101 1 2161 1
"1653" 216401 1 2164 1
"1654" 216701 1 2167 2
"1655" 216702 2 2167 2
"1656" 217401 1 2174 4
"1657" 217402 2 2174 4
"1658" 217403 3 2174 4
"1659" 217404 4 2174 4
"1660" 217501 1 2175 2
"1661" 217502 2 2175 2
"1662" 217601 1 2176 1
"1663" 217901 1 2179 3
"1664" 217902 2 2179 3
"1665" 217903 3 2179 3
"1666" 218101 1 2181 1
"1667" 218601 1 2186 2
"1668" 218602 2 2186 2
"1669" 219001 1 2190 3
"1670" 219002 2 2190 3
"1671" 219003 3 2190 3
"1672" 219301 1 2193 2
"1673" 219302 2 2193 2
"1674" 219601 1 2196 2
"1675" 219602 2 2196 2
"1676" 220001 1 2200 2
"1677" 220002 2 2200 2
"1678" 220301 1 2203 1
"1679" 220401 1 2204 2
"1680" 220402 2 2204 2
"1681" 220601 1 2206 2
"1682" 220606 6 2206 2
"1683" 221001 1 2210 3
"1684" 221002 2 2210 3
"1685" 221003 3 2210 3
"1686" 221101 1 2211 1
"1687" 221201 1 2212 2
"1688" 221202 2 2212 2
"1689" 221401 1 2214 2
"1690" 221402 2 2214 2
"1691" 221502 2 2215 3
"1692" 221503 3 2215 3
"1693" 221504 4 2215 3
"1694" 221701 1 2217 2
"1695" 221702 2 2217 2
"1696" 222101 1 2221 1
"1697" 222402 2 2224 1
"1698" 222501 1 2225 1
"1699" 223001 1 2230 2
"1700" 223002 2 2230 2
"1701" 223201 1 2232 2
"1702" 223202 2 2232 2
"1703" 223401 1 2234 2
"1704" 223402 2 2234 2
"1705" 223501 1 2235 2
"1706" 223502 2 2235 2
"1707" 223701 1 2237 3
"1708" 223702 2 2237 3
"1709" 223703 3 2237 3
"1710" 224001 1 2240 3
"1711" 224002 2 2240 3
"1712" 224003 3 2240 3
"1713" 224301 1 2243 2
"1714" 224302 2 2243 2
"1715" 224601 1 2246 1
"1716" 224701 1 2247 2
"1717" 224702 2 2247 2
"1718" 224901 1 2249 1
"1719" 225001 1 2250 3
"1720" 225002 2 2250 3
"1721" 225003 3 2250 3
"1722" 225101 1 2251 2
"1723" 225102 2 2251 2
"1724" 225201 1 2252 1
"1725" 225301 1 2253 2
"1726" 225302 2 2253 2
"1727" 225401 1 2254 1
"1728" 225701 1 2257 1
"1729" 226001 1 2260 3
"1730" 226002 2 2260 3
"1731" 226004 4 2260 3
"1732" 226203 3 2262 3
"1733" 226204 4 2262 3
"1734" 226205 5 2262 3
"1735" 226501 1 2265 3
"1736" 226502 2 2265 3
"1737" 226503 3 2265 3
"1738" 226701 1 2267 7
"1739" 226702 2 2267 7
"1740" 226704 4 2267 7
"1741" 226705 5 2267 7
"1742" 226706 6 2267 7
"1743" 226707 7 2267 7
"1744" 226708 8 2267 7
"1745" 226801 1 2268 1
"1746" 227001 1 2270 2
"1747" 227002 2 2270 2
"1748" 227101 1 2271 2
"1749" 227102 2 2271 2
"1750" 227201 1 2272 2
"1751" 227202 2 2272 2
"1752" 227402 2 2274 1
"1753" 227501 1 2275 1
"1754" 227801 1 2278 2
"1755" 227802 2 2278 2
"1756" 228101 1 2281 3
"1757" 228102 2 2281 3
"1758" 228103 3 2281 3
"1759" 228501 1 2285 2
"1760" 228502 2 2285 2
"1761" 228601 1 2286 1
"1762" 228701 1 2287 3
"1763" 228702 2 2287 3
"1764" 228703 3 2287 3
"1765" 228801 1 2288 2
"1766" 228802 2 2288 2
"1767" 228901 1 2289 1
"1768" 229001 1 2290 2
"1769" 229002 2 2290 2
"1770" 229201 1 2292 1
"1771" 229401 1 2294 2
"1772" 229402 2 2294 2
"1773" 229601 1 2296 2
"1774" 229602 2 2296 2
"1775" 229901 1 2299 3
"1776" 229902 2 2299 3
"1777" 229903 3 2299 3
"1778" 230101 1 2301 2
"1779" 230102 2 2301 2
"1780" 230801 1 2308 2
"1781" 230802 2 2308 2
"1782" 231101 1 2311 3
"1783" 231102 2 2311 3
"1784" 231103 3 2311 3
"1785" 231301 1 2313 2
"1786" 231302 2 2313 2
"1787" 231501 1 2315 3
"1788" 231502 2 2315 3
"1789" 231503 3 2315 3
"1790" 231701 1 2317 2
"1791" 231702 2 2317 2
"1792" 231901 1 2319 5
"1793" 231902 2 2319 5
"1794" 231903 3 2319 5
"1795" 231904 4 2319 5
"1796" 231905 5 2319 5
"1797" 232201 1 2322 1
"1798" 233301 1 2333 1
"1799" 233901 1 2339 2
"1800" 233902 2 2339 2
"1801" 234001 1 2340 3
"1802" 234002 2 2340 3
"1803" 234003 3 2340 3
"1804" 234201 1 2342 2
"1805" 234202 2 2342 2
"1806" 234701 1 2347 3
"1807" 234702 2 2347 3
"1808" 234703 3 2347 3
"1809" 234801 1 2348 1
"1810" 235501 1 2355 3
"1811" 235502 2 2355 3
"1812" 235503 3 2355 3
"1813" 235701 1 2357 1
"1814" 235901 1 2359 3
"1815" 235902 2 2359 3
"1816" 235903 3 2359 3
"1817" 236001 1 2360 2
"1818" 236002 2 2360 2
"1819" 236201 1 2362 3
"1820" 236202 2 2362 3
"1821" 236203 3 2362 3
"1822" 236801 1 2368 1
"1823" 236901 1 2369 1
"1824" 237401 1 2374 2
"1825" 237402 2 2374 2
"1826" 237501 1 2375 1
"1827" 238301 1 2383 1
"1828" 238801 1 2388 2
"1829" 238802 2 2388 2
"1830" 239401 1 2394 2
"1831" 239402 2 2394 2
"1832" 239501 1 2395 5
"1833" 239502 2 2395 5
"1834" 239503 3 2395 5
"1835" 239504 4 2395 5
"1836" 239505 5 2395 5
"1837" 239601 1 2396 4
"1838" 239602 2 2396 4
"1839" 239603 3 2396 4
"1840" 239604 4 2396 4
"1841" 239801 1 2398 2
"1842" 239803 3 2398 2
"1843" 239901 1 2399 3
"1844" 239902 2 2399 3
"1845" 239903 3 2399 3
"1846" 240001 1 2400 2
"1847" 240002 2 2400 2
"1848" 240201 1 2402 3
"1849" 240202 2 2402 3
"1850" 240203 3 2402 3
"1851" 240701 1 2407 2
"1852" 240702 2 2407 2
"1853" 240802 2 2408 2
"1854" 240803 3 2408 2
"1855" 240901 1 2409 2
"1856" 240902 2 2409 2
"1857" 241001 1 2410 2
"1858" 241002 2 2410 2
"1859" 241201 1 2412 4
"1860" 241202 2 2412 4
"1861" 241203 3 2412 4
"1862" 241204 4 2412 4
"1863" 241601 1 2416 3
"1864" 241602 2 2416 3
"1865" 241603 3 2416 3
"1866" 241801 1 2418 1
"1867" 242001 1 2420 2
"1868" 242002 2 2420 2
"1869" 242401 1 2424 1
"1870" 242601 1 2426 1
"1871" 243002 2 2430 1
"1872" 243301 1 2433 2
"1873" 243302 2 2433 2
"1874" 243401 1 2434 2
"1875" 243402 2 2434 2
"1876" 243501 1 2435 1
"1877" 243601 1 2436 2
"1878" 243602 2 2436 2
"1879" 243701 1 2437 1
"1880" 244101 1 2441 3
"1881" 244102 2 2441 3
"1882" 244103 3 2441 3
"1883" 244201 1 2442 2
"1884" 244202 2 2442 2
"1885" 244701 1 2447 4
"1886" 244702 2 2447 4
"1887" 244703 3 2447 4
"1888" 244704 4 2447 4
"1889" 244801 1 2448 2
"1890" 244802 2 2448 2
"1891" 245001 1 2450 2
"1892" 245002 2 2450 2
"1893" 245401 1 2454 2
"1894" 245402 2 2454 2
"1895" 245801 1 2458 2
"1896" 245802 2 2458 2
"1897" 245901 1 2459 3
"1898" 245902 2 2459 3
"1899" 245903 3 2459 3
"1900" 246201 1 2462 2
"1901" 246202 2 2462 2
"1902" 247101 1 2471 1
"1903" 247401 1 2474 2
"1904" 247402 2 2474 2
"1905" 247801 1 2478 2
"1906" 247802 2 2478 2
"1907" 248001 1 2480 2
"1908" 248002 2 2480 2
"1909" 248201 1 2482 4
"1910" 248202 2 2482 4
"1911" 248203 3 2482 4
"1912" 248204 4 2482 4
"1913" 248301 1 2483 2
"1914" 248302 2 2483 2
"1915" 248401 1 2484 4
"1916" 248402 2 2484 4
"1917" 248403 3 2484 4
"1918" 248404 4 2484 4
"1919" 248501 1 2485 1
"1920" 248801 1 2488 3
"1921" 248802 2 2488 3
"1922" 248803 3 2488 3
"1923" 249201 1 2492 5
"1924" 249202 2 2492 5
"1925" 249203 3 2492 5
"1926" 249204 4 2492 5
"1927" 249205 5 2492 5
"1928" 249601 1 2496 1
"1929" 249901 1 2499 1
"1930" 250101 1 2501 1
"1931" 250501 1 2505 2
"1932" 250502 2 2505 2
"1933" 250701 1 2507 2
"1934" 250702 2 2507 2
"1935" 251001 1 2510 3
"1936" 251002 2 2510 3
"1937" 251003 3 2510 3
"1938" 251401 1 2514 2
"1939" 251402 2 2514 2
"1940" 251501 1 2515 3
"1941" 251502 2 2515 3
"1942" 251503 3 2515 3
"1943" 252101 1 2521 2
"1944" 252102 2 2521 2
"1945" 252301 1 2523 3
"1946" 252302 2 2523 3
"1947" 252303 3 2523 3
"1948" 252501 1 2525 2
"1949" 252502 2 2525 2
"1950" 252801 1 2528 2
"1951" 252802 2 2528 2
"1952" 252901 1 2529 2
"1953" 252902 2 2529 2
"1954" 253001 1 2530 2
"1955" 253002 2 2530 2
"1956" 253603 3 2536 2
"1957" 253604 4 2536 2
"1958" 253801 1 2538 3
"1959" 253802 2 2538 3
"1960" 253803 3 2538 3
"1961" 254201 1 2542 2
"1962" 254202 2 2542 2
"1963" 254401 1 2544 2
"1964" 254402 2 2544 2
"1965" 254901 1 2549 3
"1966" 254902 2 2549 3
"1967" 254903 3 2549 3
"1968" 255101 1 2551 1
"1969" 255201 1 2552 2
"1970" 255202 2 2552 2
"1971" 255901 1 2559 3
"1972" 255902 2 2559 3
"1973" 255903 3 2559 3
