"CASEID" "ASEID" "Intel_G2" "Intel_G2_SE" "MCASEID" "AFI_G2" "SiblinginSample" "dup"
"6581" 675501 1 0.823 0.543 6755 NA 0 2
"6582" 675502 2 -0.266 0.543 6755 16 0 2
"6583" 675601 1 -1.848 0.587 6756 22 0 2
"6584" 675602 2 -2.573 0.543 6756 15 0 2
"6585" 675701 1 1.037 0.543 6757 18 0 1
"6586" 675801 NA NA NA 6758 17 1 2
"6587" 675802 2 -0.858 0.543 6758 21 0 2
"6588" 676101 1 -2.326 0.646 6761 NA 0 1
"6589" 676301 1 0.416 0.543 6763 NA 0 1
"6590" 676501 1 -1.293 0.726 6765 13 0 2
"6591" 676502 2 1.052 0.543 6765 NA 0 2
"6592" 676701 NA NA NA 6767 NA 0 2
"6593" 676702 NA NA NA 6767 NA 0 2
"6594" 677201 1 -0.625 0.543 6772 29 0 2
"6595" 677202 2 -0.276 0.543 6772 NA 0 2
"6596" 677301 1 1.545 0.543 6773 16 0 3
"6597" 677302 2 -3.407 0.543 6773 NA 1 3
"6598" 677303 3 -4.675 0.543 6773 15 1 3
"6599" 677401 NA NA NA 6774 NA 1 5
"6600" 677402 2 -0.608 0.543 6774 19 0 5
"6601" 677403 3 -0.651 0.543 6774 19 0 5
"6602" 677404 4 0.546 0.573 6774 16 1 5
"6603" 677405 5 -1.883 0.543 6774 19 0 5
"6604" 677701 NA NA NA 6777 NA 0 1
"6605" 678001 1 -0.215 0.543 6780 17 0 2
"6606" 678002 NA NA NA 6780 NA 0 2
"6607" 678301 1 -0.688 0.543 6783 NA 0 2
"6608" 678302 NA NA NA 6783 12 0 2
"6609" 678701 1 -1.017 1.402 6787 12 0 4
"6610" 678702 2 -1.017 1.402 6787 NA 0 4
"6611" 678703 3 0.852 0.543 6787 15 0 4
"6612" 678704 4 0.2 0.543 6787 16 0 4
"6613" 678801 NA NA NA 6788 NA 0 4
"6614" 678802 NA NA NA 6788 NA 0 4
"6615" 678803 3 -2.304 0.543 6788 15 0 4
"6616" 678804 4 -0.851 0.543 6788 NA 0 4
"6617" 679701 NA NA NA 6797 NA 0 1
"6618" 680701 1 1.369 0.543 6807 16 0 3
"6619" 680702 2 0.835 0.543 6807 15 0 3
"6620" 680703 3 -0.956 0.543 6807 17 0 3
"6621" 681001 1 -0.868 0.543 6810 NA 0 1
"6622" 681401 NA NA NA 6814 NA 0 1
"6623" 681601 1 1.564 0.543 6816 18 0 2
"6624" 681602 2 0.779 0.543 6816 22 0 2
"6625" 681701 1 0.097 0.543 6817 18 0 2
"6626" 681702 2 2.299 0.543 6817 NA 1 2
"6627" 682501 1 2.106 0.543 6825 NA 0 2
"6628" 682502 2 -0.616 0.543 6825 NA 0 2
"6629" 682601 1 3.486 0.543 6826 NA 0 2
"6630" 682602 2 1.682 0.543 6826 NA 0 2
"6631" 682801 NA NA NA 6828 13 0 3
"6632" 682802 NA NA NA 6828 17 0 3
"6633" 682803 3 -2.463 0.543 6828 15 0 3
"6634" 682901 1 -0.658 0.543 6829 NA 0 3
"6635" 682902 2 0.367 0.573 6829 19 0 3
"6636" 682903 3 2.674 0.543 6829 17 0 3
"6637" 683201 1 -0.562 0.543 6832 18 0 2
"6638" 683202 2 -1.191 0.543 6832 NA 1 2
"6639" 683501 1 1.795 0.543 6835 NA 0 1
"6640" 683901 1 1.216 0.573 6839 NA 0 3
"6641" 683902 2 0.636 0.543 6839 NA 0 3
"6642" 683903 3 0.777 0.543 6839 NA 0 3
"6643" 684201 1 2.085 0.543 6842 18 0 3
"6644" 684202 2 2.177 0.573 6842 15 0 3
"6645" 684203 3 2.002 0.573 6842 NA 0 3
"6646" 684501 1 0.673 0.543 6845 NA 0 3
"6647" 684502 2 1.236 0.543 6845 NA 0 3
"6648" 684503 3 -0.112 0.543 6845 22 0 3
"6649" 684701 1 -0.749 0.543 6847 19 0 5
"6650" 684702 2 -2.331 0.543 6847 14 0 5
"6651" 684703 3 -1.107 0.573 6847 15 0 5
"6652" 684704 NA NA NA 6847 14 0 5
"6653" 684705 5 -1.547 0.543 6847 NA 1 5
"6654" 685201 1 3.848 0.543 6852 NA 0 2
"6655" 685202 2 1.935 0.543 6852 NA 0 2
"6656" 685401 1 1.302 0.543 6854 15 0 2
"6657" 685402 2 2.078 0.543 6854 14 0 2
"6658" 685601 NA NA NA 6856 NA 1 3
"6659" 685602 NA NA NA 6856 NA 0 3
"6660" 685603 NA NA NA 6856 NA 0 3
"6661" 685801 1 -1.576 0.543 6858 13 0 6
"6662" 685802 2 -1.852 0.543 6858 18 0 6
"6663" 685803 3 -2.753 0.543 6858 18 0 6
"6664" 685804 4 -0.884 0.587 6858 17 0 6
"6665" 685805 5 -0.556 0.555 6858 17 0 6
"6666" 685806 NA NA NA 6858 16 0 6
"6667" 686201 1 -0.379 0.543 6862 19 0 4
"6668" 686202 2 0.793 0.543 6862 16 0 4
"6669" 686203 3 -0.342 0.573 6862 18 0 4
"6670" 686204 4 1.978 0.543 6862 NA 0 4
"6671" 686601 1 1.449 0.555 6866 NA 0 1
"6672" 687001 NA NA NA 6870 17 0 2
"6673" 687002 NA NA NA 6870 NA 0 2
"6674" 687501 NA NA NA 6875 NA 0 1
"6675" 687601 1 -0.261 0.543 6876 15 0 2
"6676" 687602 2 0.643 0.543 6876 15 1 2
"6677" 688001 NA NA NA 6880 14 0 2
"6678" 688002 NA NA NA 6880 14 0 2
"6679" 688101 1 1.845 0.543 6881 18 0 3
"6680" 688102 2 1.916 0.573 6881 18 1 3
"6681" 688103 3 1.279 0.543 6881 NA 1 3
"6682" 688501 1 -2.52 0.543 6885 16 0 2
"6683" 688502 2 -0.022 0.543 6885 16 0 2
"6684" 688701 NA NA NA 6887 NA 0 1
"6685" 689001 1 0.433 0.543 6890 16 0 2
"6686" 689002 2 -0.164 0.543 6890 18 1 2
"6687" 689101 1 0.894 0.543 6891 14 1 2
"6688" 689102 2 1.799 0.573 6891 21 1 2
"6689" 690101 1 -2.454 0.543 6901 17 1 1
"6690" 690501 1 -1.443 0.573 6905 NA 1 1
"6691" 691301 1 0.16 0.573 6913 16 1 3
"6692" 691302 2 1.739 0.573 6913 16 0 3
"6693" 691303 3 -1.86 0.543 6913 NA 0 3
"6694" 691501 1 -1.311 0.573 6915 NA 0 1
"6695" 691601 1 -0.482 0.543 6916 NA 0 4
"6696" 691602 2 -3.741 0.543 6916 NA 0 4
"6697" 691603 3 -2.303 0.543 6916 NA 0 4
"6698" 691604 4 -2.681 0.573 6916 NA 0 4
"6699" 691701 1 1.364 0.573 6917 NA 0 2
"6700" 691702 NA NA NA 6917 NA 0 2
"6701" 691901 NA NA NA 6919 NA 1 2
"6702" 691902 NA NA NA 6919 NA 1 2
"6703" 692001 NA NA NA 6920 NA 1 4
"6704" 692002 NA NA NA 6920 NA 1 4
"6705" 692003 NA NA NA 6920 NA 1 4
"6706" 692004 NA NA NA 6920 NA 0 4
"6707" 693001 1 0.03 0.573 6930 NA 0 3
"6708" 693002 2 -0.625 0.543 6930 19 1 3
"6709" 693003 NA NA NA 6930 17 0 3
"6710" 693101 1 1.499 0.573 6931 NA 0 1
"6711" 693301 NA NA NA 6933 NA 0 1
"6712" 693701 NA NA NA 6937 NA 1 2
"6713" 693702 NA NA NA 6937 NA 0 2
"6714" 693901 NA NA NA 6939 16 0 2
"6715" 693902 2 0.086 0.543 6939 16 0 2
"6716" 694001 NA NA NA 6940 17 0 2
"6717" 694002 NA NA NA 6940 15 0 2
"6718" 694301 1 0.227 0.543 6943 NA 0 2
"6719" 694302 2 1.392 0.543 6943 NA 0 2
"6720" 694501 NA NA NA 6945 NA 0 2
"6721" 694502 NA NA NA 6945 NA 1 2
"6722" 694801 NA NA NA 6948 15 0 2
"6723" 694802 NA NA NA 6948 17 0 2
"6724" 695001 1 0.328 0.543 6950 15 0 3
"6725" 695002 2 -1.377 0.543 6950 16 0 3
"6726" 695003 3 3.495 0.573 6950 NA 0 3
"6727" 695101 NA NA NA 6951 NA 0 2
"6728" 695102 NA NA NA 6951 NA 0 2
"6729" 695201 1 -0.356 0.543 6952 15 0 2
"6730" 695202 2 -2.396 0.543 6952 17 0 2
"6731" 695301 1 0.788 0.543 6953 13 0 4
"6732" 695302 2 1.221 0.543 6953 15 0 4
"6733" 695303 3 1.295 0.543 6953 13 0 4
"6734" 695304 4 -0.911 0.543 6953 NA 0 4
"6735" 695601 NA NA NA 6956 NA 0 3
"6736" 695602 NA NA NA 6956 NA 0 3
"6737" 695603 NA NA NA 6956 NA 0 3
"6738" 695701 1 -0.206 0.543 6957 18 0 2
"6739" 695702 2 0.254 0.543 6957 16 0 2
"6740" 696201 NA NA NA 6962 NA 0 3
"6741" 696202 NA NA NA 6962 NA 0 3
"6742" 696203 NA NA NA 6962 NA 0 3
"6743" 696301 1 -0.119 0.573 6963 NA 0 3
"6744" 696302 NA NA NA 6963 NA 0 3
"6745" 696303 NA NA NA 6963 NA 1 3
"6746" 696501 NA NA NA 6965 NA 0 3
"6747" 696502 NA NA NA 6965 NA 0 3
"6748" 696503 NA NA NA 6965 NA 1 3
"6749" 696601 1 -0.653 0.543 6966 17 0 3
"6750" 696602 2 -0.238 0.573 6966 14 0 3
"6751" 696603 3 -1.905 0.543 6966 NA 0 3
"6752" 696701 1 1.752 0.543 6967 15.5 0 6
"6753" 696702 2 -1.673 0.543 6967 15 0 6
"6754" 696703 3 -0.457 0.543 6967 17 0 6
"6755" 696704 4 -1.029 0.543 6967 18 0 6
"6756" 696705 5 -0.887 0.573 6967 16 0 6
"6757" 696706 6 -1.209 0.543 6967 17 0 6
"6758" 696801 1 -1.831 0.573 6968 NA 0 1
"6759" 697001 1 0.851 0.543 6970 14 0 2
"6760" 697002 NA NA NA 6970 NA 0 2
"6761" 697101 1 0.312 0.543 6971 16 0 3
"6762" 697102 2 0.415 0.543 6971 17 1 3
"6763" 697103 3 3.214 0.543 6971 16 0 3
"6764" 698301 NA NA NA 6983 NA 0 2
"6765" 698302 NA NA NA 6983 NA 0 2
"6766" 698901 1 1.766 0.543 6989 15.5 0 2
"6767" 698902 2 0.976 0.543 6989 13 0 2
"6768" 699201 1 -1.25 0.543 6992 NA 0 3
"6769" 699202 2 0.122 0.543 6992 15 0 3
"6770" 699203 3 0.606 0.573 6992 NA 0 3
"6771" 699401 1 -2.167 0.543 6994 15 0 1
"6772" 699501 1 -2.109 0.543 6995 14 0 4
"6773" 699502 2 -1.16 0.723 6995 15.5 0 4
"6774" 699503 NA NA NA 6995 14 0 4
"6775" 699504 NA NA NA 6995 NA 0 4
"6776" 700001 NA NA NA 7000 NA 1 4
"6777" 700002 2 -2.156 0.543 7000 22 0 4
"6778" 700003 3 -3.011 0.543 7000 NA 0 4
"6779" 700004 NA NA NA 7000 NA 0 4
"6780" 700201 NA NA NA 7002 NA 0 3
"6781" 700202 NA NA NA 7002 20 0 3
"6782" 700203 NA NA NA 7002 15 0 3
"6783" 700601 1 1.323 0.543 7006 NA 0 3
"6784" 700602 2 0.816 0.573 7006 NA 0 3
"6785" 700603 NA NA NA 7006 NA 0 3
"6786" 701201 1 0.623 0.543 7012 NA 0 1
"6787" 701501 1 -1.609 0.543 7015 NA 0 4
"6788" 701502 2 -0.799 0.543 7015 NA 0 4
"6789" 701503 3 1.564 0.573 7015 NA 0 4
"6790" 701504 NA NA NA 7015 NA 0 4
"6791" 701601 NA NA NA 7016 NA 0 1
"6792" 701901 NA NA NA 7019 NA 0 2
"6793" 701902 NA NA NA 7019 NA 0 2
"6794" 702001 NA NA NA 7020 NA 0 1
"6795" 702101 NA NA NA 7021 NA 1 1
"6796" 702201 NA NA NA 7022 NA 0 3
"6797" 702202 2 -1.094 0.698 7022 NA 0 3
"6798" 702203 NA NA NA 7022 NA 0 3
"6799" 702801 NA NA NA 7028 NA 0 2
"6800" 702802 NA NA NA 7028 NA 0 2
"6801" 703001 NA NA NA 7030 NA 0 1
"6802" 703101 NA NA NA 7031 NA 0 2
"6803" 703102 NA NA NA 7031 NA 0 2
"6804" 703201 NA NA NA 7032 NA 0 1
"6805" 703401 NA NA NA 7034 NA 0 3
"6806" 703402 NA NA NA 7034 NA 0 3
"6807" 703403 NA NA NA 7034 NA 0 3
"6808" 703801 NA NA NA 7038 NA 0 2
"6809" 703802 NA NA NA 7038 NA 0 2
"6810" 703901 NA NA NA 7039 NA 0 3
"6811" 703902 NA NA NA 7039 NA 0 3
"6812" 703903 NA NA NA 7039 NA 0 3
"6813" 704201 1 0.351 0.543 7042 NA 0 1
"6814" 704501 1 0.619 0.573 7045 NA 0 3
"6815" 704502 2 0.155 0.543 7045 NA 0 3
"6816" 704503 3 0.699 0.543 7045 NA 0 3
"6817" 704601 1 0.917 0.543 7046 24 0 3
"6818" 704602 2 -0.914 0.543 7046 NA 0 3
"6819" 704603 3 -0.057 0.573 7046 18 0 3
"6820" 704801 1 1.172 0.573 7048 NA 0 1
"6821" 704901 1 0.141 0.543 7049 17 0 4
"6822" 704902 2 0.185 0.543 7049 18 0 4
"6823" 704903 3 0.52 0.543 7049 NA 1 4
"6824" 704904 4 1.676 0.573 7049 NA 1 4
"6825" 705101 1 -0.979 0.543 7051 NA 0 1
"6826" 705201 NA NA NA 7052 NA 0 1
"6827" 705301 NA NA NA 7053 NA 0 5
"6828" 705302 NA NA NA 7053 NA 0 5
"6829" 705303 NA NA NA 7053 NA 0 5
"6830" 705304 NA NA NA 7053 NA 0 5
"6831" 705305 NA NA NA 7053 NA 0 5
"6832" 705401 1 2.281 0.543 7054 NA 0 1
"6833" 705501 NA NA NA 7055 NA 1 1
"6834" 705801 1 0.166 0.573 7058 NA 0 1
"6835" 706401 1 0.163 0.543 7064 18 0 2
"6836" 706402 2 -3.538 0.543 7064 NA 0 2
"6837" 706501 1 -0.374 0.543 7065 13 0 3
"6838" 706502 2 -2.405 0.543 7065 12 0 3
"6839" 706503 3 -2.294 0.543 7065 14 1 3
"6840" 706601 1 -2.208 0.543 7066 16.5 1 5
"6841" 706602 2 -0.097 0.543 7066 13 0 5
"6842" 706603 3 -2.384 0.555 7066 17 0 5
"6843" 706604 4 -4.36 0.543 7066 16 0 5
"6844" 706605 5 -2.602 0.543 7066 25 0 5
"6845" 707301 1 -1.534 0.543 7073 17 1 3
"6846" 707302 2 -0.58 0.573 7073 14 1 3
"6847" 707303 3 -3.076 0.543 7073 NA 1 3
"6848" 707401 1 1.952 0.543 7074 15 0 2
"6849" 707402 2 -0.967 0.543 7074 18 0 2
"6850" 707501 1 1.314 0.543 7075 NA 0 2
"6851" 707502 2 1.868 0.543 7075 18 0 2
"6852" 707701 1 0.95 0.543 7077 15 0 3
"6853" 707702 2 1.235 0.543 7077 18 0 3
"6854" 707703 3 -0.154 0.543 7077 17 0 3
"6855" 708101 1 -1.741 0.543 7081 18 0 2
"6856" 708102 2 -0.331 0.573 7081 14 0 2
"6857" 708401 1 3.564 0.543 7084 16 0 3
"6858" 708402 2 1.79 0.543 7084 16 0 3
"6859" 708403 3 1.182 0.543 7084 17 0 3
"6860" 708501 1 -1.348 0.543 7085 12 0 3
"6861" 708502 2 1.246 0.573 7085 13.5 0 3
"6862" 708503 3 -4.579 0.646 7085 18 0 3
"6863" 708601 1 0.061 0.543 7086 16 0 3
"6864" 708602 2 0.033 0.543 7086 14 1 3
"6865" 708603 3 0.701 0.573 7086 17 0 3
"6866" 708801 NA NA NA 7088 NA 0 3
"6867" 708802 NA NA NA 7088 NA 0 3
"6868" 708803 NA NA NA 7088 NA 0 3
"6869" 708901 1 -1.929 0.543 7089 14 0 5
"6870" 708902 2 -0.666 0.573 7089 13 0 5
"6871" 708903 3 -3.443 0.646 7089 13 0 5
"6872" 708904 4 -2.225 0.573 7089 NA 0 5
"6873" 708905 5 -2.151 0.543 7089 12 1 5
"6874" 709201 1 1.563 0.543 7092 16 0 1
"6875" 709401 NA NA NA 7094 13.5 0 3
"6876" 709402 2 -0.896 0.543 7094 16 0 3
"6877" 709403 3 0.317 0.543 7094 15 0 3
"6878" 709701 NA NA NA 7097 13.5 0 1
"6879" 709801 1 0.499 0.543 7098 NA 0 2
"6880" 709802 NA NA NA 7098 NA 0 2
"6881" 710201 1 1.57 0.543 7102 17 0 2
"6882" 710202 2 1.907 0.543 7102 22 0 2
"6883" 710501 1 -0.185 0.543 7105 14.5 0 2
"6884" 710502 2 -1.018 0.573 7105 16 0 2
"6885" 710601 NA NA NA 7106 NA 0 1
"6886" 711101 NA NA NA 7111 NA 0 2
"6887" 711102 NA NA NA 7111 NA 0 2
"6888" 711501 1 -1.638 0.543 7115 16 0 2
"6889" 711502 2 1.714 0.543 7115 14 0 2
"6890" 711601 1 0.452 0.543 7116 14 0 3
"6891" 711602 2 0.248 0.543 7116 15 0 3
"6892" 711603 3 -0.416 0.543 7116 17 0 3
"6893" 711801 NA NA NA 7118 NA 0 1
"6894" 712001 1 0.789 0.543 7120 17 0 1
"6895" 712301 1 -0.669 0.543 7123 13.5 0 3
"6896" 712302 2 -2.169 0.543 7123 16 0 3
"6897" 712303 3 0.209 0.543 7123 15 0 3
"6898" 712401 1 -0.51 0.543 7124 14.5 0 2
"6899" 712402 2 -0.901 0.543 7124 NA 0 2
"6900" 712601 1 -0.019 0.543 7126 13 0 3
"6901" 712602 2 0.274 0.543 7126 13 0 3
"6902" 712603 3 1.716 0.543 7126 17 1 3
"6903" 712701 1 -2.021 0.543 7127 17 0 4
"6904" 712702 2 -1.55 0.543 7127 NA 0 4
"6905" 712703 3 -3.055 0.543 7127 16 1 4
"6906" 712704 4 -3.586 0.543 7127 NA 0 4
"6907" 712801 1 0.555 0.543 7128 12.5 0 2
"6908" 712802 2 -0.9 0.543 7128 17 0 2
"6909" 713001 1 -0.899 0.543 7130 NA 0 2
"6910" 713002 2 -1.406 0.543 7130 16 0 2
"6911" 713701 1 0.277 0.543 7137 12 0 2
"6912" 713702 2 -1.076 0.543 7137 NA 0 2
"6913" 713801 1 -0.018 0.543 7138 13.5 1 3
"6914" 713802 2 -0.509 0.543 7138 13 1 3
"6915" 713803 3 -1.7 0.543 7138 16 0 3
"6916" 713901 1 -1.056 0.543 7139 13 0 3
"6917" 713902 2 -1.174 0.543 7139 15 0 3
"6918" 713903 3 -4.105 0.646 7139 18 0 3
"6919" 714401 1 1.398 0.573 7144 13.5 0 2
"6920" 714402 2 -2.338 0.543 7144 NA 0 2
"6921" 714601 1 1.436 0.543 7146 22 0 2
"6922" 714602 2 0.749 0.543 7146 18 0 2
"6923" 714701 NA NA NA 7147 NA 0 1
"6924" 714801 1 0.237 0.543 7148 13 0 2
"6925" 714802 2 1.705 0.543 7148 15 0 2
"6926" 715201 1 -1.188 0.543 7152 NA 1 4
"6927" 715202 2 -0.133 0.543 7152 13 1 4
"6928" 715203 3 0.438 0.573 7152 12 0 4
"6929" 715204 4 1.503 0.543 7152 18 0 4
"6930" 715301 1 -0.297 0.543 7153 16 1 2
"6931" 715302 NA NA NA 7153 17 0 2
"6932" 715601 1 0.089 0.543 7156 13 0 3
"6933" 715602 2 -0.879 0.543 7156 13 0 3
"6934" 715603 3 0.673 0.543 7156 15 1 3
"6935" 715701 1 -1.017 1.402 7157 NA 1 2
"6936" 715702 2 -3.71 0.573 7157 NA 0 2
"6937" 715801 1 -1.27 0.543 7158 16 0 5
"6938" 715802 2 -1.824 0.543 7158 15 0 5
"6939" 715803 3 -2.417 0.543 7158 16 1 5
"6940" 715804 4 -0.744 0.543 7158 13 1 5
"6941" 715805 5 0.477 0.543 7158 17 1 5
"6942" 716001 1 -0.987 0.543 7160 15 1 1
"6943" 716301 1 0.985 0.543 7163 17 0 4
"6944" 716302 2 0.315 0.543 7163 17 0 4
"6945" 716303 3 -0.889 0.543 7163 12 0 4
"6946" 716304 4 0.212 0.543 7163 15 0 4
"6947" 716601 1 3.089 0.543 7166 NA 0 2
"6948" 716602 2 1.095 0.543 7166 16 0 2
"6949" 716701 NA NA NA 7167 NA 0 2
"6950" 716702 NA NA NA 7167 NA 0 2
"6951" 716901 NA NA NA 7169 NA 0 4
"6952" 716902 2 -0.517 0.646 7169 NA 1 4
"6953" 716903 NA NA NA 7169 NA 0 4
"6954" 716904 4 -0.59 0.573 7169 NA 0 4
"6955" 717001 1 0.782 0.543 7170 15 1 3
"6956" 717002 2 -2.104 0.573 7170 17 1 3
"6957" 717003 3 -3.607 0.543 7170 12 0 3
"6958" 717101 1 -0.74 0.543 7171 14 0 2
"6959" 717102 2 -4.068 0.698 7171 NA 0 2
"6960" 717401 NA NA NA 7174 NA 0 2
"6961" 717402 NA NA NA 7174 NA 0 2
"6962" 717501 1 -0.464 0.543 7175 15 0 1
"6963" 717901 1 -3.762 0.543 7179 13.5 0 3
"6964" 717902 2 -1.566 0.543 7179 13 0 3
"6965" 717903 3 -1.084 0.543 7179 14 0 3
"6966" 718001 NA NA NA 7180 15 0 2
"6967" 718002 NA NA NA 7180 22 0 2
"6968" 718101 1 -0.317 0.543 7181 12 0 1
"6969" 718301 1 0.089 0.543 7183 18 0 3
"6970" 718302 2 -1.378 0.543 7183 23 1 3
"6971" 718303 3 -1.972 0.543 7183 20 0 3
"6972" 718401 1 -0.508 0.543 7184 16 0 4
"6973" 718402 2 -1.163 0.543 7184 13.5 1 4
"6974" 718403 3 -1.776 0.573 7184 14 0 4
"6975" 718404 4 -3.898 0.573 7184 14 0 4
"6976" 718601 1 -4.409 0.646 7186 17 0 2
"6977" 718602 2 0.83 0.543 7186 17 0 2
"6978" 718901 1 -0.952 0.543 7189 14 0 3
"6979" 718902 2 -0.741 0.573 7189 15 0 3
"6980" 718903 3 -0.274 0.573 7189 14 0 3
"6981" 719201 1 0.149 0.646 7192 14 0 1
"6982" 719401 1 -0.351 0.543 7194 15 1 2
"6983" 719402 2 -0.1 0.543 7194 17 1 2
"6984" 719701 1 -1.569 0.543 7197 14.5 0 2
"6985" 719702 2 -3.215 0.543 7197 14 0 2
"6986" 719801 1 -0.314 0.543 7198 17 0 3
"6987" 719802 2 0.132 0.543 7198 16 0 3
"6988" 719803 3 1.29 0.543 7198 17 0 3
"6989" 719901 1 -0.358 0.543 7199 16 0 1
"6990" 720201 NA NA NA 7202 NA 0 1
"6991" 720701 1 -1.494 0.543 7207 NA 0 4
"6992" 720702 2 -0.933 0.543 7207 NA 0 4
"6993" 720703 NA NA NA 7207 15 0 4
"6994" 720704 NA NA NA 7207 16 0 4
"6995" 720901 1 -0.092 0.543 7209 NA 0 2
"6996" 720902 2 -1.714 0.543 7209 18 0 2
"6997" 721101 1 -1.325 0.543 7211 15 0 2
"6998" 721102 2 0.861 0.543 7211 16 0 2
"6999" 721401 1 0.516 0.543 7214 18 0 2
"7000" 721402 2 1.722 0.543 7214 NA 0 2
"7001" 721501 1 -2.858 0.543 7215 15 0 2
"7002" 721502 2 -2.028 0.543 7215 NA 0 2
"7003" 721601 1 -0.466 0.543 7216 13 0 1
"7004" 721701 1 -1.442 0.543 7217 15 0 6
"7005" 721702 2 -0.824 0.543 7217 13 0 6
"7006" 721703 3 -2.506 0.543 7217 17 0 6
"7007" 721704 4 -0.541 0.543 7217 13.5 0 6
"7008" 721705 5 -1.728 0.543 7217 14 0 6
"7009" 721706 6 -0.478 0.573 7217 14 0 6
"7010" 722001 1 -2.426 0.587 7220 17 0 4
"7011" 722002 NA NA NA 7220 NA 0 4
"7012" 722003 NA NA NA 7220 15 0 4
"7013" 722004 NA NA NA 7220 14 0 4
"7014" 722401 1 -1.049 0.543 7224 17 0 1
"7015" 722601 1 -1.7 0.543 7226 22 0 2
"7016" 722602 2 -2.48 0.543 7226 16 0 2
"7017" 722801 1 -1.507 0.543 7228 16 0 3
"7018" 722802 2 -0.961 0.543 7228 16 0 3
"7019" 722803 3 -0.743 0.543 7228 16 0 3
"7020" 723101 1 1.272 0.543 7231 17 0 1
"7021" 723201 1 1.136 0.543 7232 12 0 2
"7022" 723202 NA NA NA 7232 NA 0 2
"7023" 723501 1 0.492 0.543 7235 18 0 3
"7024" 723502 2 0.952 0.543 7235 18 0 3
"7025" 723503 3 0.316 0.543 7235 NA 0 3
"7026" 723601 1 0.55 0.573 7236 NA 0 2
"7027" 723602 2 1.095 0.543 7236 NA 0 2
"7028" 724101 1 0.864 0.573 7241 18 0 2
"7029" 724102 2 0.107 0.543 7241 17 0 2
"7030" 724401 1 0.883 0.543 7244 16 0 3
"7031" 724402 2 1.15 0.543 7244 14 0 3
"7032" 724403 3 1.335 0.543 7244 15 0 3
"7033" 724501 1 -0.655 0.573 7245 16 0 1
"7034" 724601 NA NA NA 7246 17 0 3
"7035" 724602 2 0.525 0.543 7246 16 0 3
"7036" 724603 NA NA NA 7246 17 0 3
"7037" 724701 NA NA NA 7247 17 0 1
"7038" 724901 1 -0.222 0.543 7249 NA 0 4
"7039" 724902 2 -0.183 0.543 7249 17 0 4
"7040" 724903 3 0.58 0.573 7249 NA 0 4
"7041" 724904 4 0.407 0.573 7249 NA 0 4
"7042" 725201 NA NA NA 7252 17 0 2
"7043" 725202 2 -1.019 0.543 7252 14 0 2
"7044" 725301 1 0.503 0.543 7253 NA 0 3
"7045" 725302 2 -0.358 0.573 7253 NA 0 3
"7046" 725303 NA NA NA 7253 NA 0 3
"7047" 725501 1 2.379 0.543 7255 17 0 1
"7048" 725601 1 -2.34 0.543 7256 15 1 4
"7049" 725602 2 -0.789 0.543 7256 16 0 4
"7050" 725603 3 -1.934 0.543 7256 13 0 4
"7051" 725604 4 -3.882 0.543 7256 15 1 4
"7052" 725801 1 -1.095 0.543 7258 16 1 2
"7053" 725802 2 -0.483 0.543 7258 13 0 2
"7054" 725901 1 0.355 0.543 7259 13 0 5
"7055" 725902 NA NA NA 7259 NA 1 5
"7056" 725903 3 -1.871 0.573 7259 18 0 5
"7057" 725904 4 -2.367 0.543 7259 NA 0 5
"7058" 725905 5 0.214 0.543 7259 17 1 5
"7059" 726301 1 0.036 0.543 7263 NA 1 11
"7060" 726302 2 0.422 0.543 7263 NA 1 11
"7061" 726303 NA NA NA 7263 NA 1 11
"7062" 726304 NA NA NA 7263 NA 0 11
"7063" 726305 NA NA NA 7263 NA 0 11
"7064" 726306 NA NA NA 7263 NA 0 11
"7065" 726307 NA NA NA 7263 NA 0 11
"7066" 726308 NA NA NA 7263 NA 0 11
"7067" 726309 NA NA NA 7263 NA 0 11
"7068" 726310 10 -1.49 0.573 7263 NA 0 11
"7069" 726311 11 -1.732 0.543 7263 NA 0 11
"7070" 726401 NA NA NA 7264 NA 0 1
"7071" 727501 1 1.436 0.543 7275 14 0 3
"7072" 727502 2 -0.754 0.543 7275 13 0 3
"7073" 727503 3 0.498 0.543 7275 17 1 3
"7074" 727601 1 0.806 0.543 7276 NA 1 2
"7075" 727602 2 0.773 0.543 7276 17 0 2
"7076" 727801 1 -0.984 0.543 7278 15.5 0 4
"7077" 727802 2 0.841 0.543 7278 14 0 4
"7078" 727803 3 -0.767 0.543 7278 14 0 4
"7079" 727804 4 -1.91 0.543 7278 13 0 4
"7080" 728201 1 -3.142 0.543 7282 NA 0 1
"7081" 728301 1 1.086 0.543 7283 NA 0 1
"7082" 728401 NA NA NA 7284 21 0 1
"7083" 728501 1 0.97 0.543 7285 NA 0 4
"7084" 728502 2 -0.872 0.543 7285 13 0 4
"7085" 728503 3 0.044 0.543 7285 NA 0 4
"7086" 728504 4 -1.347 0.573 7285 NA 0 4
"7087" 728601 1 0.136 0.543 7286 NA 0 2
"7088" 728602 2 2.611 0.573 7286 NA 0 2
"7089" 729101 1 -2.084 0.573 7291 NA 0 1
"7090" 729501 1 -1.296 0.543 7295 NA 0 2
"7091" 729502 2 0.326 0.543 7295 20 0 2
"7092" 730001 1 -0.45 0.573 7300 NA 0 1
"7093" 730201 1 1.036 0.543 7302 18 1 3
"7094" 730202 2 0.779 0.543 7302 16 0 3
